Essai;Temps_frame;Temps_sequence;Pixel_par_seconde
242;0.157035;31.250000;489062400.000000
243;0.078518;15.625000;978124800.000000
244;0.157035;31.250000;489062400.000000
245;0.157035;31.250000;489062400.000000
246;0.157035;31.250000;489062400.000000
247;0.000000;0.000000;inf
248;0.157035;31.250000;489062400.000000
249;0.157035;31.250000;489062400.000000
250;0.000000;0.000000;inf
251;0.000000;0.000000;inf
252;0.000000;0.000000;inf
253;0.078518;15.625000;978124800.000000
254;0.000000;0.000000;inf
255;0.078518;15.625000;978124800.000000
256;0.392588;78.125000;195624960.000000
257;0.000000;0.000000;inf
258;0.078518;15.625000;978124800.000000
259;0.000000;0.000000;inf
260;0.078518;15.625000;978124800.000000
261;0.078518;15.625000;978124800.000000
262;0.078518;15.625000;978124800.000000
263;0.157035;31.250000;489062400.000000
264;0.000000;0.000000;inf
265;0.157035;31.250000;489062400.000000
266;0.000000;0.000000;inf
267;0.078518;15.625000;978124800.000000
268;0.078518;15.625000;978124800.000000
269;0.157035;31.250000;489062400.000000
270;0.000000;0.000000;inf
271;0.000000;0.000000;inf
272;0.157035;31.250000;489062400.000000
273;0.000000;0.000000;inf
274;0.235553;46.875000;326041600.000000
275;0.314070;62.500000;244531200.000000
276;0.078518;15.625000;978124800.000000
277;0.078518;15.625000;978124800.000000
278;0.078518;15.625000;978124800.000000
279;0.000000;0.000000;inf
280;0.157035;31.250000;489062400.000000
281;0.157035;31.250000;489062400.000000
282;0.078518;15.625000;978124800.000000
283;0.000000;0.000000;inf
284;0.157035;31.250000;489062400.000000
285;0.157035;31.250000;489062400.000000
286;0.078518;15.625000;978124800.000000
287;0.157035;31.250000;489062400.000000
288;0.157035;31.250000;489062400.000000
289;0.157035;31.250000;489062400.000000
290;0.235553;46.875000;326041600.000000
291;0.000000;0.000000;inf
292;0.078518;15.625000;978124800.000000
293;0.078518;15.625000;978124800.000000
294;0.314070;62.500000;244531200.000000
295;0.078518;15.625000;978124800.000000
296;0.078518;15.625000;978124800.000000
297;0.078518;15.625000;978124800.000000
298;0.000000;0.000000;inf
299;0.000000;0.000000;inf
